nume_judet	salariu_mediu_net	populatie	nr_someri_per_capita	nume_localitate	nume_localitate_search	tip_localitate	teritoriu
caras-severin	2723	320124	99.294044665	lescovita	lescovita$	sat	rural
caras-severin	2723	320124	99.294044665	liborajdea	liborajdea$	sat	rural
caras-severin	2723	320124	99.294044665	lindenfeld	lindenfeld$	sat	rural
caras-severin	2723	320124	99.294044665	liubcova	liubcova$	sat	rural
caras-severin	2723	320124	99.294044665	lucacevat	lucacevat$	sat	rural
caras-severin	2723	320124	99.294044665	lunca florii	lunca florii$	sat	rural
caras-severin	2723	320124	99.294044665	lunca zaicii	lunca zaicii$	sat	rural
caras-severin	2723	320124	99.294044665	luncavita	luncavita$	sat	rural
caras-severin	2723	320124	99.294044665	lupac	lupac$	sat	rural
caras-severin	2723	320124	99.294044665	maciova	maciova$	sat	rural
caras-severin	2723	320124	99.294044665	macoviste	macoviste$	sat	rural
caras-severin	2723	320124	99.294044665	magura	magura$	sat	rural
caras-severin	2723	320124	99.294044665	mal	mal$	sat	rural
caras-severin	2723	320124	99.294044665	marga	marga$	sat	rural
caras-severin	2723	320124	99.294044665	martinovat	martinovat$	sat	rural
caras-severin	2723	320124	99.294044665	maru	maru$	sat	rural
caras-severin	2723	320124	99.294044665	matnicu mare	matnicu mare$	sat	rural
caras-severin	2723	320124	99.294044665	maureni	maureni$	sat	rural
caras-severin	2723	320124	99.294044665	mehadia	mehadia$	sat	rural
caras-severin	2723	320124	99.294044665	mehadica	mehadica$	sat	rural
caras-severin	2723	320124	99.294044665	mercina	mercina$	sat	rural
caras-severin	2723	320124	99.294044665	mesteacan	mesteacan$	sat	rural
caras-severin	2723	320124	99.294044665	milcoveni	milcoveni$	sat	rural
caras-severin	2723	320124	99.294044665	moceris	moceris$	sat	rural
caras-severin	2723	320124	99.294044665	moldova noua	moldova noua$	oras	urban
caras-severin	2723	320124	99.294044665	moniom	moniom$	sat	rural
caras-severin	2723	320124	99.294044665	naidas	naidas$	sat	rural
caras-severin	2723	320124	99.294044665	negiudin	negiudin$	sat	rural
caras-severin	2723	320124	99.294044665	nermed	nermed$	sat	rural
caras-severin	2723	320124	99.294044665	nicolint	nicolint$	sat	rural
caras-severin	2723	320124	99.294044665	obita	obita$	sat	rural
caras-severin	2723	320124	99.294044665	obreja	obreja$	sat	rural
caras-severin	2723	320124	99.294044665	ocna de fier	ocna de fier$	sat	rural
caras-severin	2723	320124	99.294044665	ogasu podului	ogasu podului$	sat	rural
caras-severin	2723	320124	99.294044665	ohaba-matnic	ohaba-matnic$	sat	rural
caras-severin	2723	320124	99.294044665	ohabita	ohabita$	sat	rural
caras-severin	2723	320124	99.294044665	oravita	oravita$	oras	urban
caras-severin	2723	320124	99.294044665	otelu rosu	otelu rosu$	oras	urban
caras-severin	2723	320124	99.294044665	padina matei	padina matei$	sat	rural
caras-severin	2723	320124	99.294044665	paltinis	paltinis$	sat	rural
caras-severin	2723	320124	99.294044665	parneaura	parneaura$	sat	rural
caras-severin	2723	320124	99.294044665	parvova	parvova$	sat	rural
caras-severin	2723	320124	99.294044665	patas	patas$	sat	rural
caras-severin	2723	320124	99.294044665	pestere	pestere$	sat	rural
caras-severin	2723	320124	99.294044665	petnic	petnic$	sat	rural
caras-severin	2723	320124	99.294044665	petrilova	petrilova$	sat	rural
caras-severin	2723	320124	99.294044665	petrosnita	petrosnita$	sat	rural
caras-severin	2723	320124	99.294044665	plopu	plopu$	sat	rural
caras-severin	2723	320124	99.294044665	plugova	plugova$	sat	rural
caras-severin	2723	320124	99.294044665	pogara	pogara$	sat	rural
caras-severin	2723	320124	99.294044665	pogara de sus	pogara de sus$	sat	rural
caras-severin	2723	320124	99.294044665	poiana	poiana$	sat	rural
caras-severin	2723	320124	99.294044665	poiana lunga	poiana lunga$	sat	rural
caras-severin	2723	320124	99.294044665	poiana marului	poiana marului$	sat	rural
caras-severin	2723	320124	99.294044665	poienile boinei	poienile boinei$	sat	rural
caras-severin	2723	320124	99.294044665	pojejena	pojejena$	sat	rural
caras-severin	2723	320124	99.294044665	poneasca	poneasca$	sat	rural
caras-severin	2723	320124	99.294044665	potoc	potoc$	sat	rural
caras-severin	2723	320124	99.294044665	preveciori	preveciori$	sat	rural
caras-severin	2723	320124	99.294044665	prigor	prigor$	sat	rural
caras-severin	2723	320124	99.294044665	prilipet	prilipet$	sat	rural
caras-severin	2723	320124	99.294044665	prisaca	prisaca$	sat	rural
caras-severin	2723	320124	99.294044665	prisacina	prisacina$	sat	rural
caras-severin	2723	320124	99.294044665	prisian	prisian$	sat	rural
caras-severin	2723	320124	99.294044665	prislop	prislop$	sat	rural
caras-severin	2723	320124	99.294044665	putna	putna$	sat	rural
caras-severin	2723	320124	99.294044665	racasdia	racasdia$	sat	rural
caras-severin	2723	320124	99.294044665	rachita	rachita$	sat	rural
caras-severin	2723	320124	99.294044665	rachitova	rachitova$	sat	rural
caras-severin	2723	320124	99.294044665	radimna	radimna$	sat	rural
caras-severin	2723	320124	99.294044665	rafnic	rafnic$	sat	rural
caras-severin	2723	320124	99.294044665	ramna	ramna$	sat	rural
caras-severin	2723	320124	99.294044665	ravensca	ravensca$	sat	rural
caras-severin	2723	320124	99.294044665	remetea-poganici	remetea-poganici$	sat	rural
caras-severin	2723	320124	99.294044665	resita	resita$	municipiu	urban
caras-severin	2723	320124	99.294044665	resita mica	resita mica$	sat	rural
caras-severin	2723	320124	99.294044665	rugi	rugi$	sat	rural
caras-severin	2723	320124	99.294044665	ruginosu	ruginosu$	sat	rural
caras-severin	2723	320124	99.294044665	rusca	rusca$	sat	rural
caras-severin	2723	320124	99.294044665	rusca montana	rusca montana$	sat	rural
caras-severin	2723	320124	99.294044665	ruschita	ruschita$	sat	rural
caras-severin	2723	320124	99.294044665	rusova noua	rusova noua$	sat	rural
caras-severin	2723	320124	99.294044665	rusova veche	rusova veche$	sat	rural
caras-severin	2723	320124	99.294044665	rustin	rustin$	sat	rural
caras-severin	2723	320124	99.294044665	sacu	sacu$	sat	rural
caras-severin	2723	320124	99.294044665	sadova noua	sadova noua$	sat	rural
caras-severin	2723	320124	99.294044665	sadova veche	sadova veche$	sat	rural
caras-severin	2723	320124	99.294044665	salbagelu nou	salbagelu nou$	sat	rural
caras-severin	2723	320124	99.294044665	sasca montana	sasca montana$	sat	rural
caras-severin	2723	320124	99.294044665	sasca romana	sasca romana$	sat	rural
caras-severin	2723	320124	99.294044665	sat batran	sat batran$	sat	rural
caras-severin	2723	320124	99.294044665	scaius	scaius$	sat	rural
caras-severin	2723	320124	99.294044665	scarisoara	scarisoara$	sat	rural
caras-severin	2723	320124	99.294044665	secaseni	secaseni$	sat	rural
caras-severin	2723	320124	99.294044665	sfanta elena	sfanta elena$	sat	rural
caras-severin	2723	320124	99.294044665	sichevita	sichevita$	sat	rural
caras-severin	2723	320124	99.294044665	slatina-nera	slatina-nera$	sat	rural
caras-severin	2723	320124	99.294044665	slatina-timis	slatina-timis$	sat	rural
caras-severin	2723	320124	99.294044665	soceni	soceni$	sat	rural
caras-severin	2723	320124	99.294044665	socol	socol$	sat	rural
caras-severin	2723	320124	99.294044665	socolari	socolari$	sat	rural
caras-severin	2723	320124	99.294044665	sopotu nou	sopotu nou$	sat	rural
caras-severin	2723	320124	99.294044665	sopotu vechi	sopotu vechi$	sat	rural
caras-severin	2723	320124	99.294044665	sosdea	sosdea$	sat	rural
caras-severin	2723	320124	99.294044665	stancilova	stancilova$	sat	rural
caras-severin	2723	320124	99.294044665	stinapari	stinapari$	sat	rural
caras-severin	2723	320124	99.294044665	streneac	streneac$	sat	rural
caras-severin	2723	320124	99.294044665	strugasca	strugasca$	sat	rural
caras-severin	2723	320124	99.294044665	studena	studena$	sat	rural
caras-severin	2723	320124	99.294044665	sub crang	sub crang$	sat	rural
caras-severin	2723	320124	99.294044665	sub margine	sub margine$	sat	rural
caras-severin	2723	320124	99.294044665	sub plai	sub plai$	sat	rural
caras-severin	2723	320124	99.294044665	sumita	sumita$	sat	rural
caras-severin	2723	320124	99.294044665	surducu mare	surducu mare$	sat	rural
caras-severin	2723	320124	99.294044665	susca	susca$	sat	rural
caras-severin	2723	320124	99.294044665	tarnova	tarnova$	sat	rural
caras-severin	2723	320124	99.294044665	tatu	tatu$	sat	rural
caras-severin	2723	320124	99.294044665	teregova	teregova$	sat	rural
caras-severin	2723	320124	99.294044665	ticvaniu mare	ticvaniu mare$	sat	rural
caras-severin	2723	320124	99.294044665	ticvaniu mic	ticvaniu mic$	sat	rural
caras-severin	2723	320124	99.294044665	tincova	tincova$	sat	rural
caras-severin	2723	320124	99.294044665	tirol	tirol$	sat	rural
caras-severin	2723	320124	99.294044665	topla	topla$	sat	rural
caras-severin	2723	320124	99.294044665	toplet	toplet$	sat	rural
caras-severin	2723	320124	99.294044665	turnu ruieni	turnu ruieni$	sat	rural
caras-severin	2723	320124	99.294044665	urcu	urcu$	sat	rural
caras-severin	2723	320124	99.294044665	valea bistrei	valea bistrei$	sat	rural
caras-severin	2723	320124	99.294044665	valea bolvasnita	valea bolvasnita$	sat	rural
caras-severin	2723	320124	99.294044665	valea mare	valea mare$	sat	rural
caras-severin	2723	320124	99.294044665	valea minisului	valea minisului$	sat	rural
caras-severin	2723	320124	99.294044665	valea orevita	valea orevita$	sat	rural
caras-severin	2723	320124	99.294044665	valea rachitei	valea rachitei$	sat	rural
caras-severin	2723	320124	99.294044665	valea ravensca	valea ravensca$	sat	rural
caras-severin	2723	320124	99.294044665	valea rosie	valea rosie$	sat	rural
caras-severin	2723	320124	99.294044665	valea sichevitei	valea sichevitei$	sat	rural
caras-severin	2723	320124	99.294044665	valea timisului	valea timisului$	sat	rural
caras-severin	2723	320124	99.294044665	valeadeni	valeadeni$	sat	rural
caras-severin	2723	320124	99.294044665	valeapai	valeapai$	sat	rural
caras-severin	2723	320124	99.294044665	valisoara	valisoara$	sat	rural
caras-severin	2723	320124	99.294044665	valiug	valiug$	sat	rural
caras-severin	2723	320124	99.294044665	vama marga	vama marga$	sat	rural
caras-severin	2723	320124	99.294044665	var	var$	sat	rural
caras-severin	2723	320124	99.294044665	varadia	varadia$	sat	rural
caras-severin	2723	320124	99.294044665	varciorova	varciorova$	sat	rural
caras-severin	2723	320124	99.294044665	verendin	verendin$	sat	rural
caras-severin	2723	320124	99.294044665	vermes	vermes$	sat	rural
caras-severin	2723	320124	99.294044665	vodnic	vodnic$	sat	rural
caras-severin	2723	320124	99.294044665	voislova	voislova$	sat	rural
caras-severin	2723	320124	99.294044665	vrani	vrani$	sat	rural
caras-severin	2723	320124	99.294044665	vraniut	vraniut$	sat	rural
caras-severin	2723	320124	99.294044665	zagujeni	zagujeni$	sat	rural
caras-severin	2723	320124	99.294044665	zanogi	zanogi$	sat	rural
caras-severin	2723	320124	99.294044665	zanou	zanou$	sat	rural
caras-severin	2723	320124	99.294044665	zasloane	zasloane$	sat	rural
caras-severin	2723	320124	99.294044665	zavoi	zavoi$	sat	rural
caras-severin	2723	320124	99.294044665	zbegu	zbegu$	sat	rural
caras-severin	2723	320124	99.294044665	zervesti	zervesti$	sat	rural
caras-severin	2723	320124	99.294044665	zlagna	zlagna$	sat	rural
caras-severin	2723	320124	99.294044665	zlatita	zlatita$	sat	rural
caras-severin	2723	320124	99.294044665	zmogotin	zmogotin$	sat	rural
caras-severin	2723	320124	99.294044665	zoina	zoina$	sat	rural
caras-severin	2723	320124	99.294044665	zorile	zorile$	sat	rural
caras-severin	2723	320124	99.294044665	zorlencior	zorlencior$	sat	rural
caras-severin	2723	320124	99.294044665	zorlentu mare	zorlentu mare$	sat	rural
cluj	3692	730216	161.4807607253	agarbiciu	agarbiciu$	sat	rural
cluj	3692	730216	161.4807607253	aghiresu	aghiresu$	sat	rural
cluj	3692	730216	161.4807607253	aghiresu-fabrici	aghiresu-fabrici$	sat	rural
cluj	3692	730216	161.4807607253	agris	agris$	sat	rural
cluj	3692	730216	161.4807607253	aiton	aiton$	sat	rural
cluj	3692	730216	161.4807607253	alunis	alunis$	sat	rural
cluj	3692	730216	161.4807607253	alunisu	alunisu$	sat	rural
cluj	3692	730216	161.4807607253	andici	andici$	sat	rural
cluj	3692	730216	161.4807607253	antas	antas$	sat	rural
cluj	3692	730216	161.4807607253	apahida	apahida$	sat	rural
cluj	3692	730216	161.4807607253	ardeova	ardeova$	sat	rural
cluj	3692	730216	161.4807607253	arghisu	arghisu$	sat	rural
cluj	3692	730216	161.4807607253	aruncuta	aruncuta$	sat	rural
cluj	3692	730216	161.4807607253	aschileu mare	aschileu mare$	sat	rural
cluj	3692	730216	161.4807607253	aschileu mic	aschileu mic$	sat	rural
cluj	3692	730216	161.4807607253	babdiu	babdiu$	sat	rural
cluj	3692	730216	161.4807607253	babutiu	babutiu$	sat	rural
cluj	3692	730216	161.4807607253	baciu	baciu$	sat	rural
cluj	3692	730216	161.4807607253	badeni	badeni$	sat	rural
cluj	3692	730216	161.4807607253	badesti	badesti$	sat	rural
cluj	3692	730216	161.4807607253	bagaciu	bagaciu$	sat	rural
cluj	3692	730216	161.4807607253	bagara	bagara$	sat	rural
cluj	3692	730216	161.4807607253	baisoara	baisoara$	sat	rural
cluj	3692	730216	161.4807607253	balcesti	balcesti$	sat	rural
cluj	3692	730216	161.4807607253	barai	barai$	sat	rural
cluj	3692	730216	161.4807607253	barlea	barlea$	sat	rural
cluj	3692	730216	161.4807607253	batin	batin$	sat	rural
cluj	3692	730216	161.4807607253	bedeciu	bedeciu$	sat	rural
cluj	3692	730216	161.4807607253	belis	belis$	sat	rural
cluj	3692	730216	161.4807607253	berchiesu	berchiesu$	sat	rural
cluj	3692	730216	161.4807607253	berindu	berindu$	sat	rural
cluj	3692	730216	161.4807607253	bica	bica$	sat	rural
cluj	3692	730216	161.4807607253	blidaresti	blidaresti$	sat	rural
cluj	3692	730216	161.4807607253	bobalna	bobalna$	sat	rural
cluj	3692	730216	161.4807607253	bociu	bociu$	sat	rural
cluj	3692	730216	161.4807607253	bodrog	bodrog$	sat	rural
cluj	3692	730216	161.4807607253	bogata	bogata$	sat	rural
cluj	3692	730216	161.4807607253	bogata de jos	bogata de jos$	sat	rural
cluj	3692	730216	161.4807607253	bogata de sus	bogata de sus$	sat	rural
cluj	3692	730216	161.4807607253	boian	boian$	sat	rural
cluj	3692	730216	161.4807607253	boj-catun	boj-catun$	sat	rural
cluj	3692	730216	161.4807607253	boju	boju$	sat	rural
cluj	3692	730216	161.4807607253	boldut	boldut$	sat	rural
cluj	3692	730216	161.4807607253	bologa	bologa$	sat	rural
cluj	3692	730216	161.4807607253	bont	bont$	sat	rural
cluj	3692	730216	161.4807607253	bontida	bontida$	sat	rural
cluj	3692	730216	161.4807607253	borsa	borsa$	sat	rural
cluj	3692	730216	161.4807607253	borsa-catun	borsa-catun$	sat	rural
cluj	3692	730216	161.4807607253	borsa-crestaia	borsa-crestaia$	sat	rural
cluj	3692	730216	161.4807607253	borzesti	borzesti$	sat	rural
cluj	3692	730216	161.4807607253	boteni	boteni$	sat	rural
cluj	3692	730216	161.4807607253	braisoru	braisoru$	sat	rural
cluj	3692	730216	161.4807607253	bucea	bucea$	sat	rural
cluj	3692	730216	161.4807607253	bunesti	bunesti$	sat	rural
cluj	3692	730216	161.4807607253	buru	buru$	sat	rural
cluj	3692	730216	161.4807607253	buteni	buteni$	sat	rural
cluj	3692	730216	161.4807607253	buza	buza$	sat	rural
cluj	3692	730216	161.4807607253	cacova ierii	cacova ierii$	sat	rural
cluj	3692	730216	161.4807607253	caianu	caianu$	sat	rural
cluj	3692	730216	161.4807607253	caianu mic	caianu mic$	sat	rural
cluj	3692	730216	161.4807607253	caianu-vama	caianu-vama$	sat	rural
cluj	3692	730216	161.4807607253	calarasi	calarasi$	sat	rural
cluj	3692	730216	161.4807607253	calarasi-gara	calarasi-gara$	sat	rural
cluj	3692	730216	161.4807607253	calata	calata$	sat	rural
cluj	3692	730216	161.4807607253	calatele	calatele$	sat	rural
cluj	3692	730216	161.4807607253	calna	calna$	sat	rural
cluj	3692	730216	161.4807607253	camarasu	camarasu$	sat	rural
cluj	3692	730216	161.4807607253	campenesti	campenesti$	sat	rural
cluj	3692	730216	161.4807607253	campia turzii	campia turzii$	municipiu	urban
cluj	3692	730216	161.4807607253	caprioara	caprioara$	sat	rural
cluj	3692	730216	161.4807607253	capusu mare	capusu mare$	sat	rural
cluj	3692	730216	161.4807607253	capusu mic	capusu mic$	sat	rural
cluj	3692	730216	161.4807607253	cara	cara$	sat	rural
cluj	3692	730216	161.4807607253	caseiu	caseiu$	sat	rural
cluj	3692	730216	161.4807607253	casele micesti	casele micesti$	sat	rural
cluj	3692	730216	161.4807607253	catalina	catalina$	sat	rural
cluj	3692	730216	161.4807607253	catcau	catcau$	sat	rural
cluj	3692	730216	161.4807607253	catina	catina$	sat	rural
cluj	3692	730216	161.4807607253	ceaba	ceaba$	sat	rural
cluj	3692	730216	161.4807607253	ceanu mare	ceanu mare$	sat	rural
cluj	3692	730216	161.4807607253	ceanu mic	ceanu mic$	sat	rural
cluj	3692	730216	161.4807607253	cerbesti	cerbesti$	sat	rural
cluj	3692	730216	161.4807607253	cerc	cerc$	sat	rural
cluj	3692	730216	161.4807607253	cetan	cetan$	sat	rural
cluj	3692	730216	161.4807607253	cheia	cheia$	sat	rural
cluj	3692	730216	161.4807607253	chesau	chesau$	sat	rural
cluj	3692	730216	161.4807607253	chidea	chidea$	sat	rural
cluj	3692	730216	161.4807607253	chinteni	chinteni$	sat	rural
cluj	3692	730216	161.4807607253	chiris	chiris$	sat	rural
cluj	3692	730216	161.4807607253	chiuiesti	chiuiesti$	sat	rural
cluj	3692	730216	161.4807607253	ciubanca	ciubanca$	sat	rural
cluj	3692	730216	161.4807607253	ciubancuta	ciubancuta$	sat	rural
cluj	3692	730216	161.4807607253	ciucea	ciucea$	sat	rural
cluj	3692	730216	161.4807607253	ciuleni	ciuleni$	sat	rural
cluj	3692	730216	161.4807607253	ciumafaia	ciumafaia$	sat	rural
cluj	3692	730216	161.4807607253	ciurgau	ciurgau$	sat	rural
cluj	3692	730216	161.4807607253	ciurila	ciurila$	sat	rural
cluj	3692	730216	161.4807607253	clapa	clapa$	sat	rural
cluj	3692	730216	161.4807607253	cluj-napoca	cluj-napoca$	municipiu	urban
cluj	3692	730216	161.4807607253	coasta	coasta$	sat	rural
cluj	3692	730216	161.4807607253	codor	codor$	sat	rural
cluj	3692	730216	161.4807607253	cojocna	cojocna$	sat	rural
cluj	3692	730216	161.4807607253	colonia	colonia$	sat	rural
cluj	3692	730216	161.4807607253	comorata	comorata$	sat	rural
cluj	3692	730216	161.4807607253	comsesti	comsesti$	sat	rural
cluj	3692	730216	161.4807607253	copaceni	copaceni$	sat	rural
cluj	3692	730216	161.4807607253	coplean	coplean$	sat	rural
cluj	3692	730216	161.4807607253	copru	copru$	sat	rural
cluj	3692	730216	161.4807607253	corneni	corneni$	sat	rural
cluj	3692	730216	161.4807607253	cornesti	cornesti$	sat	rural
cluj	3692	730216	161.4807607253	corpadea	corpadea$	sat	rural
cluj	3692	730216	161.4807607253	corusu	corusu$	sat	rural
cluj	3692	730216	161.4807607253	craesti	craesti$	sat	rural
cluj	3692	730216	161.4807607253	crairat	crairat$	sat	rural
cluj	3692	730216	161.4807607253	cremenea	cremenea$	sat	rural
cluj	3692	730216	161.4807607253	criseni	criseni$	sat	rural
cluj	3692	730216	161.4807607253	cristorel	cristorel$	sat	rural
cluj	3692	730216	161.4807607253	cublesu somesan	cublesu somesan$	sat	rural
cluj	3692	730216	161.4807607253	curtuiusu dejului	curtuiusu dejului$	sat	rural
cluj	3692	730216	161.4807607253	custura	custura$	sat	rural
cluj	3692	730216	161.4807607253	cutca	cutca$	sat	rural
cluj	3692	730216	161.4807607253	cuzdrioara	cuzdrioara$	sat	rural
cluj	3692	730216	161.4807607253	dabaca	dabaca$	sat	rural
cluj	3692	730216	161.4807607253	dambu mare	dambu mare$	sat	rural
cluj	3692	730216	161.4807607253	damburile	damburile$	sat	rural
cluj	3692	730216	161.4807607253	dancu	dancu$	sat	rural
cluj	3692	730216	161.4807607253	dangau mare	dangau mare$	sat	rural
cluj	3692	730216	161.4807607253	dangau mic	dangau mic$	sat	rural
cluj	3692	730216	161.4807607253	darja	darja$	sat	rural
cluj	3692	730216	161.4807607253	darot	darot$	sat	rural
cluj	3692	730216	161.4807607253	dealu botii	dealu botii$	sat	rural
cluj	3692	730216	161.4807607253	dealu mare	dealu mare$	sat	rural
cluj	3692	730216	161.4807607253	dealu negru	dealu negru$	sat	rural
cluj	3692	730216	161.4807607253	dej	dej$	municipiu	urban
cluj	3692	730216	161.4807607253	deleni	deleni$	sat	rural
cluj	3692	730216	161.4807607253	deusu	deusu$	sat	rural
cluj	3692	730216	161.4807607253	dezmir	dezmir$	sat	rural
cluj	3692	730216	161.4807607253	diviciorii mari	diviciorii mari$	sat	rural
cluj	3692	730216	161.4807607253	diviciorii mici	diviciorii mici$	sat	rural
cluj	3692	730216	161.4807607253	domosu	domosu$	sat	rural
cluj	3692	730216	161.4807607253	dorna	dorna$	sat	rural
cluj	3692	730216	161.4807607253	doroltu	doroltu$	sat	rural
cluj	3692	730216	161.4807607253	dosu bricii	dosu bricii$	sat	rural
cluj	3692	730216	161.4807607253	dosu napului	dosu napului$	sat	rural
cluj	3692	730216	161.4807607253	dretea	dretea$	sat	rural
cluj	3692	730216	161.4807607253	dumbrava	dumbrava$	sat	rural
cluj	3692	730216	161.4807607253	elciu	elciu$	sat	rural
cluj	3692	730216	161.4807607253	escu	escu$	sat	rural
cluj	3692	730216	161.4807607253	fagetu ierii	fagetu ierii$	sat	rural
cluj	3692	730216	161.4807607253	falca	falca$	sat	rural
cluj	3692	730216	161.4807607253	fanate	fanate$	sat	rural
cluj	3692	730216	161.4807607253	faureni	faureni$	sat	rural
cluj	3692	730216	161.4807607253	feiurdeni	feiurdeni$	sat	rural
cluj	3692	730216	161.4807607253	feldioara	feldioara$	sat	rural
cluj	3692	730216	161.4807607253	feleacu	feleacu$	sat	rural
cluj	3692	730216	161.4807607253	filea de jos	filea de jos$	sat	rural
cluj	3692	730216	161.4807607253	filea de sus	filea de sus$	sat	rural
cluj	3692	730216	161.4807607253	finciu	finciu$	sat	rural
cluj	3692	730216	161.4807607253	finisel	finisel$	sat	rural
cluj	3692	730216	161.4807607253	fizesu gherlii	fizesu gherlii$	sat	rural
cluj	3692	730216	161.4807607253	floresti	floresti$	sat	rural
cluj	3692	730216	161.4807607253	fodora	fodora$	sat	rural
cluj	3692	730216	161.4807607253	frasinet	frasinet$	sat	rural
cluj	3692	730216	161.4807607253	frata	frata$	sat	rural
cluj	3692	730216	161.4807607253	fundatura	fundatura$	sat	rural
cluj	3692	730216	161.4807607253	gadalin	gadalin$	sat	rural
cluj	3692	730216	161.4807607253	garbau	garbau$	sat	rural
cluj	3692	730216	161.4807607253	garbau dejului	garbau dejului$	sat	rural
cluj	3692	730216	161.4807607253	geaca	geaca$	sat	rural
cluj	3692	730216	161.4807607253	gheorghieni	gheorghieni$	sat	rural
cluj	3692	730216	161.4807607253	gherla	gherla$	municipiu	urban
cluj	3692	730216	161.4807607253	ghirisu roman	ghirisu roman$	sat	rural
cluj	3692	730216	161.4807607253	ghirolt	ghirolt$	sat	rural
cluj	3692	730216	161.4807607253	gilau	gilau$	sat	rural
cluj	3692	730216	161.4807607253	giula	giula$	sat	rural
cluj	3692	730216	161.4807607253	giurcuta de jos	giurcuta de jos$	sat	rural
cluj	3692	730216	161.4807607253	giurcuta de sus	giurcuta de sus$	sat	rural
cluj	3692	730216	161.4807607253	gligoresti	gligoresti$	sat	rural
cluj	3692	730216	161.4807607253	guga	guga$	sat	rural
cluj	3692	730216	161.4807607253	hagau	hagau$	sat	rural
cluj	3692	730216	161.4807607253	hasdate	hasdate$	sat	rural
cluj	3692	730216	161.4807607253	hodai-boian	hodai-boian$	sat	rural
cluj	3692	730216	161.4807607253	hodaie	hodaie$	sat	rural
cluj	3692	730216	161.4807607253	hodisu	hodisu$	sat	rural
cluj	3692	730216	161.4807607253	horlacea	horlacea$	sat	rural
cluj	3692	730216	161.4807607253	huci	huci$	sat	rural
cluj	3692	730216	161.4807607253	huedin	huedin$	oras	urban
cluj	3692	730216	161.4807607253	huta	huta$	sat	rural
cluj	3692	730216	161.4807607253	iacobeni	iacobeni$	sat	rural
cluj	3692	730216	161.4807607253	iara	iara$	sat	rural
cluj	3692	730216	161.4807607253	iclod	iclod$	sat	rural
cluj	3692	730216	161.4807607253	iclozel	iclozel$	sat	rural
cluj	3692	730216	161.4807607253	igritia	igritia$	sat	rural
cluj	3692	730216	161.4807607253	inucu	inucu$	sat	rural
cluj	3692	730216	161.4807607253	iuriu de campie	iuriu de campie$	sat	rural
cluj	3692	730216	161.4807607253	izvoru crisului	izvoru crisului$	sat	rural
cluj	3692	730216	161.4807607253	jichisu de jos	jichisu de jos$	sat	rural
cluj	3692	730216	161.4807607253	jichisu de sus	jichisu de sus$	sat	rural
cluj	3692	730216	161.4807607253	juc-herghelie	juc-herghelie$	sat	rural
cluj	3692	730216	161.4807607253	jucu de mijloc	jucu de mijloc$	sat	rural
cluj	3692	730216	161.4807607253	jucu de sus	jucu de sus$	sat	rural
cluj	3692	730216	161.4807607253	jurca	jurca$	sat	rural
cluj	3692	730216	161.4807607253	lacu	lacu$	sat	rural
cluj	3692	730216	161.4807607253	lapustesti	lapustesti$	sat	rural
cluj	3692	730216	161.4807607253	leghia	leghia$	sat	rural
cluj	3692	730216	161.4807607253	legii	legii$	sat	rural
cluj	3692	730216	161.4807607253	leurda	leurda$	sat	rural
cluj	3692	730216	161.4807607253	lita	lita$	sat	rural
cluj	3692	730216	161.4807607253	liteni	liteni$	sat	rural
cluj	3692	730216	161.4807607253	livada	livada$	sat	rural
cluj	3692	730216	161.4807607253	lobodas	lobodas$	sat	rural
cluj	3692	730216	161.4807607253	lujerdiu	lujerdiu$	sat	rural
cluj	3692	730216	161.4807607253	luna	luna$	sat	rural
cluj	3692	730216	161.4807607253	luna de jos	luna de jos$	sat	rural
cluj	3692	730216	161.4807607253	luna de sus	luna de sus$	sat	rural
cluj	3692	730216	161.4807607253	lunca bontului	lunca bontului$	sat	rural
cluj	3692	730216	161.4807607253	lunca visagului	lunca visagului$	sat	rural
cluj	3692	730216	161.4807607253	luncani	luncani$	sat	rural
cluj	3692	730216	161.4807607253	lungesti	lungesti$	sat	rural
cluj	3692	730216	161.4807607253	macau	macau$	sat	rural
cluj	3692	730216	161.4807607253	macicasu	macicasu$	sat	rural
cluj	3692	730216	161.4807607253	magoaja	magoaja$	sat	rural
cluj	3692	730216	161.4807607253	magura ierii	magura ierii$	sat	rural
cluj	3692	730216	161.4807607253	maguri	maguri$	sat	rural
cluj	3692	730216	161.4807607253	maguri-racatau	maguri-racatau$	sat	rural
cluj	3692	730216	161.4807607253	mahal	mahal$	sat	rural
cluj	3692	730216	161.4807607253	maia	maia$	sat	rural
cluj	3692	730216	161.4807607253	manastirea	manastirea$	sat	rural
cluj	3692	730216	161.4807607253	manastireni	manastireni$	sat	rural
cluj	3692	730216	161.4807607253	manasturel	manasturel$	sat	rural
cluj	3692	730216	161.4807607253	manasturu romanesc	manasturu romanesc$	sat	rural
cluj	3692	730216	161.4807607253	marcesti	marcesti$	sat	rural
cluj	3692	730216	161.4807607253	margau	margau$	sat	rural
cluj	3692	730216	161.4807607253	marisel	marisel$	sat	rural
cluj	3692	730216	161.4807607253	martinesti	martinesti$	sat	rural
cluj	3692	730216	161.4807607253	masca	masca$	sat	rural
cluj	3692	730216	161.4807607253	mera	mera$	sat	rural
cluj	3692	730216	161.4807607253	mica	mica$	sat	rural
cluj	3692	730216	161.4807607253	micesti	micesti$	sat	rural
